Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Терпужок южный;105;19,5;3;0
Тиляпия;96;20,08;1,7;0
Тиляпия, приготовленная на жару;128;26,15;2,65;0
Трепанг (мясо);34,6;7,3;0,6;0
Треска;69;16;0,6;0
Треска атлантическая, консервированная;105;22,76;0,86;0
Треска атлантическая, приготовленная на жару;105;22,83;0,86;0
Треска атлантическая, сушеная и соленая;290;62,82;2,37;0
Треска атлантическая, сырая;82;17,81;0,67;0
Треска горячего копчения;115;26,7;1,2;0
Треска жареная, по 1-366;123;16;5,1;3,1
Треска запеченная, по 1-374;90;6;3,7;8
Треска копченая в масле. Консервы;290;20,8;23;0
Треска отварная, по 1-340;79;17,9;0,8;0
Треска припущенная, по 1-358;75;17;0,8;0
Треска соленая потрошеная без головы;98;23,1;0,6;0
Треска тихоокеанская, приготовленная;84;20,42;0,25;0
Треска тихоокеанская, приготовленная на жару;85;18,73;0,5;0
Треска тихоокеанская, сырая;69;15,27;0,41;0
Треска тушеная, по 1-362;101;9,7;5,1;3,9
Трубач, моллюск;137;23,84;0,4;7,76
Трубач, моллюск, приготовленный на пару;275;47,68;0,8;15,52
Тунец;139;24,4;4,6;0
Тунец  в масле, консервированный, сухой продукт без маринада;198;29,13;8,21;0
Тунец белый, консервированный в воде, без соли, сухой продукт без маринада;128;23,62;2,97;0
Тунец белый, консервированный в воде, сухой продукт без маринада;128;23,62;2,97;0
Тунец белый, консервированный в масле, без соли, сухой продукт без маринада;186;26,53;8,08;0
Тунец белый, консервированный в масле, сухой продукт без маринада;186;26,53;8,08;0
Тунец в масле. Консервы;232;22;15,9;0
Тунец голубой;144;23,33;4,9;0
Тунец голубой, приготовленный на жару;184;29,91;6,28;0
Тунец желтоперый;109;24,4;0,49;0
Тунец желтоперый, приготовленный на жару;130;29,15;0,59;0
Тунец натуральный. Консервы;96;22,5;0,7;0
Тунец, консервированный в воде, без соли, сухой продукт без маринада;116;25,51;0,82;0
Тунец, консервированный в воде, сухой продукт без маринада;86;19,44;0,96;0
Тунец, консервированный в масле, без соли, сухой продукт без маринада;198;29,13;8,21;0
Тюлень, бородатый (Oogruk), мясо,  низкий квадрант, сырое, (Аляска);186;23,63;10,17;0
Тюлень, бородатый (Oogruk), мясо, сушеное, (Аляска);351;82,6;2,3;0
Тюлень, бородатый (Oogruk), мясо, сушеное, в масле (Аляска);367;35,31;25,08;0
Тюлень, бородатый (Oogruk), мясо, сырое, (Аляска);110;26,7;0,4;0
Тюлень, бородатый (Oogruk), мясо, частично сушеное, (Аляска);270;62,38;2,31;0
Тюлька весенняя соленая;225;19,8;16,2;0
Тюлька осенняя соленая;264;15,7;22,3;0
Тюрбо (палтус европейский);95;16,05;2,95;0
Тюрбо (палтус европейский) приготовленный на жару;122;20,58;3,78;0
Угольная рыба;201;12,2;16,9;0
Угольная рыба, копченая;257;17,65;20,14;0
Угольная рыба, мелкая;114;14,2;6,4;0
Угольная рыба, приготовленная на жару;250;17,19;19,62;0
Угольная рыба, сырая;195;13,41;15,3;0
Угорь морской;94;19,1;1,9;0
Угорь речной;333;14,5;30,5;0
Угорь речной горячего копчения;386;15,7;35,9;0
Угорь, все виды;184;18,44;11,66;0
Угорь, все виды, приготовленный на жару;236;23,65;14,95;0
Удильщик;68;14,8;1;0
Улитка, сырая;90;16,1;1,4;2
Умбрина;103;17,9;3,5;0
Усач, аральский;175;18,6;11,2;0
Усач, каспийский;134;20,1;5,9;0
Устрица;72;9;2;4,5
Устрица американская, дикая;51;5,71;1,71;2,72
Устрица американская, дикая, приготовленная на жару;79;8,87;2,65;4,23
Устрица американская, дикая, приготовленная на пару;102;11,42;3,42;5,45
Устрица американская, консервированная;68;7,06;2,47;3,91
Устрица американская, обжаренная в панировке;199;8,77;12,58;11,62
Устрица американская, разведенная на ферме;59;5,22;1,55;5,53
Устрица американская, разведенная на ферме, приготовленная на жару;79;7;2,12;7,28
Устрица тихоокеанская, приготовленная на пару;163;18,9;4,6;9,9
Устрица тихоокеанская, сырая;81;9,45;2,3;4,95
Форель радужная, дикая;119;20,48;3,46;0
Форель радужная, дикая, приготовленная на жару;150;22,92;5,82;0
Форель радужная, разведенная на ферме;141;19,94;6,18;0
Форель радужная, разведенная на ферме, приготовленная на жару;168;23,8;7,38;0
Форель, все виды;148;20,77;6,61;0
Форель, все виды, приготовленная на жару;190;26,63;8,47;0
Фрикадельки из минтая, по 1-386;95;11,8;1,9;7,6
Хамса весенняя соленая;166;21,2;9;0
Хамса осенняя соленая;292;17,5;24,7;0
Хариус;112;20,6;3,3;0
Хек;86;16,6;2,2;0
Хек припущенный, по 1-356;91;17,8;2,4;0
Чавыча;148;19,1;8;0
Чавыча, копченая;117;18,28;4,32;0
Чавыча, копченая (засоленная лососина), стандартная;117;18,28;4,32;0
Чавыча, королевкий лосось, Аляска;187;20,25;11,73;0
Чавыча, королевкий лосось, Аляска, копченая;266;30,7;15,9;0
Чавыча, королевкий лосось, Аляска, копченая (smoked), консерв.;150;23,2;5,9;0
Чавыча, королевкий лосось, Аляска, соленая;430;39,9;30;0
Чавыча, приготовленная на жару;231;25,72;13,38;0
Чавыча, сырая;179;19,93;10,43;0
Черепаха зеленая, сырая;89;19,8;0,5;0
Чехонь;97;19,2;2,2;0
Чир (щокур), енисейский;173;17,9;11,3;0
Чир (щокур), обский;127;18,2;6;0
Чукучан, приготовленный на жару;119;21,49;2,97;0
Чукучан, сырой;92;16,76;2,32;0
Шемая аральская, весенняя;105;19,4;3;0
Шемая аральская, осенняя;138;18,4;7,2;0
Шницель из окуня, по 1-380;215;17,6;12,5;8,1
Шпроты в масле. Консервы;363;17,4;32,4;0
Щука;84;18,4;1,1;0
Щука в томатном соусе. Консервы;110;14,2;4;3,1
Щука обыкновенная, приготовленная на жару;113;24,69;0,88;0
Щука обыкновенная, сырая;88;19,26;0,69;0
Щука отварная, по 1-340;98;21,3;1,3;0
Щука припущенная, по 1-348;90;19,6;1,2;0
Щука фаршированная, по 1-362;141;13,3;6;8,4
Эпигонус чёрный дальневосточный (кардинал);172;16,5;11,8;0
Язык морской;88;10,3;5,2;0
Язь;117;19;4,5;0
Язь в томатном соусе, консервы;128;12,9;6,3;5,3
