Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
"Говядина отборная, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", печеная";266;32,99;13,83;0
"Говядина отборная, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", сырая";168;21,94;8,19;0
"Говядина отборная, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", тушеная";250;34,09;11,61;0
Говядина отборная, мякоть верхней части бедра, постное мясо, жареная;166;30,24;4,11;0
Говядина отборная, мякоть верхней части бедра, постное мясо, печеная;228;33,93;8,33;2,03
Говядина отборная, мякоть верхней части бедра, постное мясо, тушеная;207;36,12;5,8;0
"Говядина отборная, мякоть верхней части плеча, стейк,  мясо с жиром убранным до уровня 0"", обжаренная на гриле";184;26,07;8,11;0
"Говядина отборная, мякоть верхней части плеча, стейк,  мясо с жиром убранным до уровня 0"", сырая";143;20,39;6,12;0
"Говядина отборная, мякоть нижней внешней части бедра, стейк, мясо с жиром убранным до уровня0"", обжаренная на гриле";191;27,22;8,3;0
"Говядина отборная, мякоть нижней внешней части, стек, бедра, мясо с жиром убранным до уровня0"", сырая";150;21,24;6,59;0
"Говядина отборная, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", обжаренная";199;26,76;9,37;0
"Говядина отборная, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", тушеная";230;32,73;10;0
Говядина отборная, мякоть нижней части бедра, постное мясо, обжаренная;185;27,23;7,63;0
Говядина отборная, мякоть нижней части бедра, постное мясо, тушеная;223;33,08;9,03;0
Говядина отборная, мякоть нижней части бедра, постоное мясо, обжаренная;179;27,56;6,77;0
Говядина отборная, мякоть нижней части бедра, постоное мясо, сырая;140;22,22;4,96;0
Говядина отборная, мякоть нижней части бедра, постоное мясо, тушеная;228;34,22;9,02;0
"Говядина отборная, мякоть шейной части, мясо с жиром убранным до уровня 0"", обжаренная";216;24,61;12,26;0
Говядина отборная, мякоть шейной части, постное мясо, обжаренная;171;25,95;6,69;0
Говядина отборная, мякоть шейной части, стейк,  постное мясо, тушеная;178;28,54;6,25;0
"Говядина отборная, мякоть шейной части, стейк, мясо с жиром убранным до уровня 0"",тушеная";186;28,22;7,25;0
"Говядина отборная, огузок, мясо с жиром убранным до уровня 0"", обжаренная, мясо с жиром убранным до уровня 0"", обжаренная";196;27,01;8,9;0
"Говядина отборная, огузок, мясо с жиром убранным до уровня 0"", сырая";156;20,16;7,73;0
"Говядина отборная, огузок, мясо с жиром убранным до уровня 1/8"", обжаренная";228;27,27;12,34;0
"Говядина отборная, огузок, мясо с жиром убранным до уровня 1/8"", сырая";199;19,48;12,83;0
Говядина отборная, огузок, постное мясо, обжаренная;176;27,68;6,42;0
Говядина отборная, огузок, постное мясо, сырая;130;20,76;4,55;0
"Говядина отборная, оковалок,  мясо с жиром убранным до уровня 0"", жареная";219;29,02;10,54;0
"Говядина отборная, оковалок,  мясо с жиром убранным до уровня 1/8"", жареная";257;26,8;15,75;0
"Говядина отборная, оковалок,  мясо с жиром убранным до уровня 1/8"", печеная";313;28,77;21,06;0
"Говядина отборная, оковалок,  мясо с жиром убранным до уровня 1/8"", сырая";214;19,92;14,28;0
Говядина отборная, оковалок, постное мясо, жареная;187;29,51;6,72;0
Говядина отборная, оковалок, постное мясо, жареная;188;30,29;6,55;0
Говядина отборная, оковалок, постное мясо, сырая;135;21,91;4,62;0
"Говядина отборная, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , сырая";249;19,14;18,57;0
"Говядина отборная, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , тушеная";309;30,2;19,93;0
Говядина отборная, плечевая мякоть, постное мясо,тушеная;212;33,36;7,67;0
"Говядина отборная, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"", обжаренная на гриле";181;26,07;7,68;0
"Говядина отборная, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"", сырая";145;20,51;6,36;0
"Говядина отборная, плоская часть грудинки,  мясо с жиром убранным до уровня 1/8"", сырая";278;18,12;22,15;0,12
"Говядина отборная, плоская часть грудинки, мясо с жиром убранным до уровня 1/8"", тушеная";298;28,66;19,47;0
Говядина отборная, плоская часть грудинки, посное мясо, сырая;129;21,69;4,06;0
Говядина отборная, плоская часть грудинки, посное мясо, тушеная;203;33,13;6,79;0
Говядина отборная, разделанная, нарезаная кусками, мясо постное, приготовленная;206;29,51;8,87;0
"Говядина отборная, разделанная, нарезаная кусками, мясо с жиром убранным до уровня 0"", приготовленная";233;28,17;12,53;0
"Говядина отборная, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", приготовленная";268;25,85;17,68;0
"Говядина отборная, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", сырая";224;19,79;15,42;0
"Говядина отборная, ребера, толстый край (ребра 6-9),  мясо с жиром убранным до уровня 0"", обжаренная";372;22,8;30,49;0
Говядина отборная, ребера, толстый край (ребра 6-9),  постное мясо , обжаренная;253;27,53;15;0
"Говядина отборная, ребера, тонкий край (ребра 10-12), мясо с жиром убранным до уровня 0"", жареная";312;24,73;22,84;0
