Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Торт Рикотта с Грушей [Макдоналдс];335;6;20;33
Тоскана Биф [Макдоналдс];364;17;18;34
Тост с Ветчиной и Сыром [Макдоналдс];280;14;11;30
Тост с Сыром [Макдоналдс];255;10;10;30
Тройной Чизбургер [Макдоналдс];583;37;33;33
Улитка с Карамелью [Макдоналдс];380;5;26;30
Фахитос Чикен Ролл [Макдоналдс];461;18;23;44
Филе Макфреш [Макдоналдс];382;17;15;44
Филе Фреш [Макдоналдс];363;17;15;38
Филе-О-Фиш [Макдоналдс];331;15;14;36
Фиш & Чипс [Макдоналдс];451;15;23;45
Фиш Ролл [Макдоналдс];444;17;23;42
Фиш Ролл без Соуса [Макдоналдс];379;17;11;42
Фиш Фреш Ролл [Макдоналдс];435;18;20;46
Фишролл [Макдоналдс];444;17;23;42
Флет Вайт [Макдоналдс];54;3;3;5
Фраппе Карамель [Макдоналдс];355;7;17;44
Фраппе Мокко [Макдоналдс];126;2,1;5,9;16,2
Фреш Макмаффин [Макдоналдс];368;18;20;28
Фреш Ролл [Макдоналдс];537;23;34;34
Фрешбургер с Пармезаном [Макдоналдс];340;16;17;30
Фрешбургер с Сыром [Макдоналдс];348;17;17;31
Фрешмакмаффин [Макдоналдс];368;18;20;28
Хашбраун [Макдоналдс];132;1,3;7,7;14
Цезарь Ролл без Соуса [Макдоналдс];300;18;10;30
Цезарь Ролл Чураско [Макдоналдс];552;19;32;46
Чиабатта Биф [Макдоналдс];385;19;19;38
Чиабатта с Ветчиной и Сыром [Макдоналдс];432;23;17;47
Чиабатта с Тунцом [Макдоналдс];371;22;11;44
Чиз Лаваш [Макдоналдс];187;8;7;22
Чизбургер [Макдоналдс];299;16;13;30
Чизбургер без Нижней Булки [Макдоналдс];233;14;12;16
Чизбургер Де Люкс [Макдоналдс];480;23;22;47
Чизбургер с Беконом [Макдоналдс];314;17;14;30
Чизбургер Фреш [Макдоналдс];348;16;18;30
Чизкейк [Макдоналдс];359;6;24;31
Чизкейк Нью-Йорк [Макдоналдс];475;10;22;59
Чизкейк по-Американски [Макдоналдс];340;5,6;22,2;29,2
Чикаго Барбекю [Макдоналдс];660;41;38;38
Чикен А-Ля Рус с Беконом [Макдоналдс];577;24;28;57
Чикен Бекон [Макдоналдс];680;27;36;60
Чикен Бургер [Макдоналдс];360;12;16;41
Чикен Грик Мак [Макдоналдс];490;21;21;55
Чикен Гриль [Макдоналдс];381;19;16;40
Чикен Гурмэ Экзотик [Макдоналдс];621;25;33;55
Чикен Де Люкс [Макдоналдс];504;20;25;49
Чикен Джуниор [Макдоналдс];390;14;18;43
Чикен Карри [Макдоналдс];481;20;21;51
Чикен Мак [Макдоналдс];487;29;20;47
Чикен Макнаггетс (20) [Макдоналдс];893;56;46;62
Чикен Макнаггетс (4) [Макдоналдс];179;11;9;13
Чикен Макнаггетс (6) [Макдоналдс];268;17;14;19
Чикен Макнаггетс (9) [Макдоналдс];402;25;21;28
Чикен Макнаггетс [Макдоналдс];43;2,9;2,3;2,8
Чикен Макнаггетс McDonalds [Макдоналдс];45;2,8;2,3;3,2
Чикен Макфреш [Макдоналдс];456;19;23;42
Чикен Премьер [Макдоналдс];596;26;32;53
Чикен Премьер Кантри [Макдоналдс];556;26;26;54
Чикен Премьер Салат [Макдоналдс];203;27;8;5
Чикен Ролл [Макдоналдс];496;21;22;50
Чикен Снек Ролл [Макдоналдс];365;11;20;34
Чикен Снэк Ролл [Макдоналдс];365;11;20;34
Чикен Фреш Макмаффин [Макдоналдс];325;13;14;37
Чикен Фреш Ролл [Макдоналдс];536;20;30;50
Чикенбекон [Макдоналдс];680;27;36;60
Чикенбургер [Макдоналдс];339;12;16;37
Чикенбургер без Нижней Булки [Макдоналдс];290;10;11;28
Чикенбургер Блю Чиз [Макдоналдс];381;12;19;41
Чикенбургер с Беконом [Макдоналдс];367;13;18;37
Чиккер [Макдоналдс];252;9,3;11;29
Чисбургер [Макдоналдс];300;16;13;30
Шейк Банан-Маракуйя [Макдоналдс];410;10;10;70
Шейк Гуава [Макдоналдс];252;6,1;4,5;47
Шейк Манго-Маракуйя [Макдоналдс];264;5,7;4,3;51
Шейк Мокко [Макдоналдс];288;6,5;6,4;51
Шейк Пина Колада [Макдоналдс];266;5,8;5,1;49
Шейк Пич Мельба [Макдоналдс];260;6,2;4,5;49
Шоколадное Печенье с Шоколадом [Макдоналдс];345;6;18;41
Шоколадный Торт [Макдоналдс];330;4,8;19;33
Шримп Ролл [Макдоналдс];360;15;13;46
Эгг Макмаффин с Сыром [Макдоналдс];275;16;12;26
Яблочные Дольки [Макдоналдс];38;0,3;0,3;7,8
Яблочные Дольки [Макдоналдс];44;0,4;0,4;9,8
Яблочные дольки McDonalds [Макдоналдс];38;0;0;8
Яблочный Пирог [Макдоналдс];185;2,1;9,9;22
Яичница [Макдоналдс];292;17;13;26
Яичница с Ветчиной [Макдоналдс];344;24;15;26
Яичница с Сыром [Макдоналдс];389;23;21;27
