Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Сыр плавленный чеддер или американский, с пониженным содержанием соли, м.д.ж. 55% в сух. в-ве;376;22,2;31,19;1,6
Сыр плавленный швейцарский 25% жирности, пастеризированный, м.д.ж. 43% в сух. в-ве;334;24,73;25,01;2,1
"Сыр плавленый ""белоснежка"", м.д.ж. 50% в сух. в-ве";258;15,3;21;2
"Сыр плавленый ""золушка"", м.д.ж. 20% в сух. в-ве";254;15,2;10,8;23,8
"Сыр плавленый ""медовый"", м.д.ж. 30% в сух. в-ве";291;6,1;16,5;29,4
"Сыр плавленый ""мятный"", м.д.ж. 30% в сух. в-ве";335;7,9;19,1;32,7
"Сыр плавленый ""сказка"", м.д.ж. 30% в сух. в-ве";316;12,2;18;26,1
"Сыр плавленый ""сластена"", м.д.ж. 20% в сух. в-ве";269;13;11,4;28,4
"Сыр плавленый ""чебурашка"", м.д.ж. 50% в сух. в-ве";309;10,7;25;10,7
Сыр плавленый, колбасный копченый, м.д.ж. 40% в сух. в-ве;275;21,2;19,4;3,7
Сыр плавленый, костромской, м.д.ж. 40% в сух. в-ве;269;21,4;19,2;2,3
Сыр плавленый, латвийский, м.д.ж. 40% в сух. в-ве;271;20,5;20;2,5
Сыр плавленый, российский, м.д.ж. 45% в сух. в-ве;300;20,5;23;2,5
Сыр плавленый, советский, м.д.ж. 44% в сух. в-ве;302;23;22,5;0
Сыр пор-салю, французский неварёно-прессованный сыр, м.д.ж. 52% в сух. в-ве;352;23,78;28,2;0,57
Сыр пошехонский, м.д.ж. 45% в сух. в-ве;344;26;26,1;0
Сыр прибалтийский, м.д.ж. 20% в сух. в-ве;207;29,8;9;0
Сыр проволоне, м.д.ж. 36% в сух. в-ве;274;24,7;17,6;3,5
Сыр проволоне, м.д.ж. 45% в сух. в-ве;351;25,58;26,62;2,14
Сыр рикотта 10,2% жирности, из цельного молока, м.д.ж. 39% в сух. в-ве;150;7,54;10,18;7,27
Сыр рикотта 7,9% жирности, из частично обезжиренного молока, м.д.ж. 31% в сух. в-ве;138;11,39;7,91;5,14
Сыр рокфор 27,5% жирности, м.д.ж. 50% в сух. в-ве;335;20,5;27,5;2
Сыр рокфор 30,6% жирности, м.д.ж. 51% в сух. в-ве;369;21,54;30,64;2
Сыр романо, твердый итальянский сыр из овечьего молока, м.д.ж. 39% в сух. в-ве;387;31,8;26,94;3,63
Сыр российский, м.д.ж. 50% в сух. в-ве;364;23,2;29,5;0
Сыр салдусский, м.д.ж. 20% в сух. в-ве;208;30;9;0
Сыр сливочный 16,8% жирности, м.д.ж. 50% в сух. в-ве;208;7,85;16,67;6,73
Сыр сливочный 34,4% жирности, м.д.ж. 73% в сух. в-ве;350;6,15;34,44;5,52
Сыр сливочный, обезжиренный, м.д.ж. 4% в сух. в-ве;105;15,69;1;7,66
Сыр советский, м.д.ж. 50% в сух. в-ве;385;24,4;31,1;0
Сыр сусанинский, м.д.ж. 46% в сух. в-ве;315;23,8;23,9;0
Сыр тартуский, м.д.ж. 29% в сух. в-ве;268;31;15,2;0
Сыр тильзитер, м.д.ж. 45% в сух. в-ве;340;24,41;25,98;1,88
Сыр тминнный, латышский сыр с тмином, м.д.ж. 48% в сух. в-ве;376;25,18;29,2;3,06
Сыр угличский, м.д.ж. 45% в сух. в-ве;347;25,8;26,3;0
Сыр фета, м.д.ж. 48% в сух. в-ве;265;14,21;21,49;3,88
Сыр фонтина, итальянский полутвёрдый сыр, м.д.ж. 50% в сух. в-ве;389;25,6;31,14;1,55
Сыр чеддер 20,4% жирности, м.д.ж. 37% в сух. в-ве;316;27,35;20,41;2,67
Сыр чеддер 31% жирности, м.д.ж. 50% в сух. в-ве;380;23,5;30,8;3,37
Сыр чеддер 33,3% жирности, м.д.ж. 53% в сух. в-ве;403;22,87;33,31;3,37
Сыр чеддер или колби 8% жирности , м.д.ж. 19% в сух. в-ве;173;24,35;7;1,91
Сыр чеддер или колби, с низким содержанием соли, м.д.ж. 53% в сух. в-ве;398;24,35;32,62;1,91
Сыр чеддер обезжиренный;157;32,14;0;7,14
Сыр чеддер острый, порезанный на ломтики, м.д.ж. 53% в сух. в-ве;410;24,25;33,82;2,13
Сыр чешир, твердый английский сыр, м.д.ж. 49% в сух. в-ве;387;23,37;30,6;4,78
Сыр швейцарский 31% жирности, м.д.ж. 50% в сух. в-ве;393;26,96;30,99;1,44
Сыр швейцарский 5% жирности, м.д.ж. 13% в сух. в-ве;179;28,4;5,1;3,4
Сыр швейцарский обезжиренный;127;28,4;0;3,4
Сыр швейцарский, м.д.ж. 50% в сух. в-ве;391;24,6;31,6;1,44
Сыр швейцарский, с низким содержанием соли, м.д.ж. 44% в сух. в-ве;374;28,4;27,4;3,4
Сыр шетский, м.д.ж. 30% в сух. в-ве;246;27,3;14,4;0
Сыр эдам, м.д.ж. 48% в сух. в-ве;357;24,99;28,57;1,43
Сыр эмментальский, м.д.ж. 44% в сух. в-ве;373;28,2;28;0
Сыр эстонский, м.д.ж. 45% в сух. в-ве;350;26;26,4;0
Сыр ярославский, м.д.ж. 45% в сух. в-ве;350;26,2;26,6;0
Сыр, чеддар, с низким содержанием жира;282;27,2;18,3;2
Сырники, из творога (творог нежирный), по 1-330;183;18,6;3,6;18,2
Сырники, с морковью, по 1-332;232;12,9;11,5;18,8
Сырное фондю;229;14,23;13,47;3,77
Сырные изделия, заменитель;257;4,08;19,5;16,18
Сырные изделия, консервированные путем пастеризациИ;331;19,66;24,46;8,32
Сырные изделия, пастеризиованные, чеддер или американский, обезжиренные;240;17,6;14,1;10,6
Сырные изделия, пастеризованные, американскик, не содержщий двунатриевого фосфата;330;16,86;25,63;8,56
Сырный продукт, сыр плавленный швейцарский;323;21,92;24,14;4,5
Сырный соус;197;10,33;14,92;5,38
Сырок творожный глазированный 10,9% жирности, с ванилином;270;9,4;10,9;33,1
Сырок творожный глазированный 27,7% жирности, с ванилином;413;7,9;27,7;32,6
Сырок творожный детский 23% жирности, неглазированный;319;9,1;23;18,5
Сырок творожный сладкий 16,5% жирности, ванильный, неглазированный;238;12;16,5;9,5
Сырок творожный сладкий 23% жирности, неглазированный;341;7,1;23;27,5
Сырок творожный сладкий 26% жирности, неглазированный;376;9,1;26;27,5
Сырок творожный сладкий 8% жирности, неглазированный;181;15;8;11,5
Творог 11% жирности;178;16;11;3
Творог 18% жирности;236;15;18;2,8
Творог 2% жирности;114;20;2;3
Творог 4% жирности;136;21;4;3
Творог 4% жирности, плодово-ягодный;164;17,3;4;13,7
Творог 5% жирности;145;21;5;3
Творог 6% жирности, зерненый со сливками;113;13;6;1
Творог 9% жирности;169;18;9;3
Творог влажный 1% жирности;72;12,39;1,02;2,72
Творог влажный 1% жирности, без добавления соли;72;12,4;1;2,7
Творог влажный 1% жирности, без лактозы;74;12,4;1;2,6
Творог влажный 1% жирности, с овощами;67;10,9;1;3
Творог влажный 2% жирности;81;10,45;2,27;4,76
Творог влажный 3,85% жирности, с фруктами;97;10,69;3,85;4,41
Творог влажный 4,2% жирности, с овощами;95;10,9;4,2;2,9
Творог влажный 4,3% жирности;98;11,12;4,3;3,38
Творог влажный обезжиренный;72;10,34;0,29;6,66
Творог обезжиренный, 0,5% жирности, плодово-ягодный сладкий;138;18,2;0,5;14
Творог обезжиренный, 0,6% жирности;110;22;0,6;3,3
Творожная масса сладкая 8% жирности;181;15;8;11,5
Творожная масса сладкая с ванилином 20,0% жирности;287;11,5;20;14,5
Творожная масса сладкая с ванилином, 16,5% жирности;238;12;16,5;9,5
Творожная масса сладкая с изюмом, 23,0% жирности;345;7,1;23;27,1
Творожная масса, с изюмом, по 1-332;343;6,8;21,6;29,9
Творожный крем с ванилином 5,0% жирности;167;11;5;19,2
Шоколадный напиток растворимый без сахара, сухой;358;35,8;5,1;39
Шоколадный напиток растворимый, сухой;353;19,9;1,4;65,8
