Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Кекс Дива [Ашан];425;5,3;23,6;47,8
Кекс Мадлен [Ашан];323;4,3;15,2;43
Кекс Медовый Весовой [Ашан];345;4,5;15,2;46,8
Кекс Мраморный [Ашан];480;4,8;29,1;46,2
Кекс с Вишней [Ашан];332;4,6;16,6;41,6
Кекс с Маком [Ашан];360;4,9;31,4;40
Кекс с Маком Весовой [Ашан];330;5,1;16,7;40
Кекс с Чёрной Смородиной [Ашан];444;5,2;25,7;47,7
Кекс с Яблоками [Ашан];458;5,3;25,5;47,1
Кекс Столичный [Ашан];323;4,3;15,2;43
Кекс Творожный [Ашан];319;5,2;13;45,4
Кекс Шоколадный [Ашан];340;8,3;3,1;69
Кета г/К [Ашан];134;20;6;0
Кетчуп [Ашан];113;1,5;0,1;25,2
Кефир 1% [Ашан];37;3,1;1;4
Кефир 3,2% [Ашан];57;3,1;3,2;4
Кешью [Ашан];630;25;53;13
Кешью Жареный [Ашан];609;19;49;23
Кешью Жареный со Специями [Ашан];586;8,7;45,4;37,5
Кешью Сушеный [Ашан];600;19;49;23
Кешью Эконом [Ашан];600;18,5;48,5;22,5
Киви [Ашан];48;1;0,6;10,3
Киви Сушеный [Ашан];275;1,1;0,5;24,6
Кимчи [Ашан];16;1,2;0,2;2
Киноа [Ашан];380;14;7;65
Китайская Смесь [Ашан];23;1,9;0,3;5,6
Киш с Лососем [Ашан];226;9;15,5;12,7
Киш с Мясом [Ашан];215;23;11;42
Кленовая Косичка [Ашан];314;4,1;15,8;31,1
Кленовый Пекан [Ашан];410;4,5;28;33
Кленовый Сироп [Ашан];220;0;0;55
Клубника Замороженная [Ашан];56;0,9;0;14
Клубника Свежая [Ашан];30;0,5;0,4;7
Клубника Сушеная [Ашан];298;3,1;1,8;61,1
Клубничный Конфитюр [Ашан];247;0,5;0,5;60,2
Клубничный Соус [Ашан];121;0,4;0,2;28,8
Клюква Сушёная [Ашан];286;1;1;70
Кокосовая Стружка [Ашан];693;13;65;14
Коктейль из Морепродуктов [Ашан];60;13;1;0
Коктейль из Орехов и Сухофруктов [Ашан];480;10;30;43
Колбаса Ароматная со Шпиком [Ашан];316;12;28;4
Колбаса Праздничная [Ашан];468;18;44;0
Колбаска Краинская-Домашняя [Ашан];350;10;35;0
Колбаски «Французские» Фильер [Ашан];280;10;27;0
Колбаски для Гриля с Сыром Фермерские [Ашан];310;11;29;0
Колбаски Домашние [Ашан];360;9,2;35,5;0,9
"Колбаски из Говядины ""Фермерской"" [Ашан]";180;12;15;0
Колбаски Крупнорубленные [Ашан];336;16,5;30;0
Колбаски Мергез [Ашан];170;12;14;0
Колбаски Мюнхенские [Ашан];350;10;35;0
Колбаски Острые с Перцем Халапеньо [Ашан];220;14;18;0
Колбаски Силезские [Ашан];285;15;25;0
Колбаски Тюрингские [Ашан];285;15;25;0
Колбаски Филейные [Ашан];230;12,9;19,5;0,8
Колбаски Французские [Ашан];285;15;25;0
Кольца Кальмаров [Ашан];200;45;0,5;3
Кольцо Песочное [Ашан];310;7,1;19;30,6
Кольцо с Творожным Кремом [Ашан];372;12,1;23,1;28,7
Конгрио [Ашан];94;19,1;1,9;0
Конина Акбузат [Ашан];134;20;6;0
Конфеты Bonbons Toumou [Ашан];330;3,6;0,5;79
Конфеты Жевательные со Вкусом Банана Fraiza Banana [Ашан];350;2;0,5;84
Конфитюр Вишневый [Ашан];215;0,3;0;53,5
Конфитюр из Ежевики [Ашан];246;0,5;0,5;59,2
Конфитюр Клубника [Ашан];247;0,5;0,5;60,2
Конфитюр Персик-Манго [Ашан];179;0,5;0;43,7
Конфитюр Трио Апельсин/Лимон [Ашан];199;0,3;0;49,1
Конфитюр Черника [Ашан];251;0,5;0,5;60,2
Корейка Свиная [Ашан];293;17;25;0
Корейка Свиная Б/К [Ашан];189;18;13;0
"Корейка Свиная Бескостная ""Фермерская"" [Ашан]";180;16;13;0
Королевские Креветки в Рассоле [Ашан];53;13,1;0,1;0
Косичка Курица/Картошка [Ашан];226;8,7;6,7;32,6
Косичка Мясо/Картофель [Ашан];233;9,3;7,7;31,6
Косичка с Изюмом [Ашан];393;7,9;15,1;58,5
Котлета Куриная [Ашан];191;15,7;9,5;5,9
Котлета Натуральная из Телятины [Ашан];94;19;2;0
Котлета Натуральная Телячья [Ашан];81;18;1;0
Котлета Паровая Индейка [Ашан];194;7,5;14,1;9,2
Котлета Паровая Куриная [Ашан];200;10;18;0
Котлета по-Киевски [Ашан];243;14,8;15,8;10,5
Котлета Рыбная [Ашан];130;13,7;5,6;6,3
Котлета Свиная Натуральная [Ашан];234;18;18;0
Котлеты из Индейки [Ашан];208;10;15,5;7
Котлеты Индюшиные [Ашан];150;8;5;18
Котлеты Куриные [Ашан];352;19,5;25;12,1
Котлеты Куриные Запеченые [Ашан];235;18;15,4;6
Котлеты Куриные с Сыром [Ашан];230;20;16;1
Котлеты Московские Говяжьи [Ашан];194;8;18;0
Котлеты Московские из Говядины Фермерской [Ашан];170;13;11;4
Котлеты Мясные [Ашан];158;11;10;6
Котлеты Паровые [Ашан];194;7,5;14,1;9,2
Котлеты по-Сицилийски [Ашан];260;11;24;0
Котлеты Рыбные Домашние [Ашан];220;9;17,9;5,9
Котлеты Свекольные [Ашан];156;3,9;7,6;19,4
Котлеты Филейные [Ашан];181;18,8;11,4;0,8
"Кофе Молотый Арабика ""Эфиопия"" [Ашан]";354;14,4;15,6;39
Крабовое Мясо [Ашан];120;3;4,8;15,7
Крабовые Палочки [Ашан];81;7,5;0;12,8
Крабовые Палочки Снежный Краб [Ашан];84;9,7;0,1;11
Красная Фасоль [Ашан];85;6;0;15
Креветки 90/120 [Ашан];80;17;1;1
Креветки Аргентинские [Ашан];64;15,3;0,3;0
Креветки в Панировке [Ашан];113;20,9;3,5;1,7
Креветки Королевские [Ашан];78;16,7;0,8;1
Креветки Королевские Неразделанные [Ашан];92;20,3;1,2;0
Креветки Очищенные [Ашан];55;13,5;0,1;0
Крекер Галета [Ашан];370;10;5,5;69
Кремчиз [Ашан];263;6,8;26,2;0
Крендельки с Солью [Ашан];322;10;5,1;78,6
Крендельки с Тростниковым Сахаром [Ашан];455;6,7;19,2;64,2
Круассан [Ашан];448;6,6;25,8;46,7
Круассан без Начинки [Ашан];440;6,4;23,8;49,9
Круассан Зерновой [Ашан];294;5,6;18,2;26,9
Круассан Классический [Ашан];472;7,1;29,4;44
Круассан Клубничный [Ашан];498;7,1;29,7;44,8
Круассан с Джемом [Ашан];399;5,7;17;56,6
Круассан с Кремом [Ашан];430;6,5;25,1;44,5
Круассан с Кунжутом [Ашан];472;7,1;29,4;44
Круассан с Курицей [Ашан];237;13,1;15,2;15,9
Круассан с Маслом [Ашан];317;7,3;15,6;35,9
Круассан с Семгой [Ашан];238;13,9;13,7;15,1
Круассан с Сыром и Кунжутом [Ашан];360;5;20,4;40
Круассан с Шоколадной Начинкой [Ашан];457;6,4;25,4;49,2
Круассан со Сливочным Кремом [Ашан];393;7,9;15,1;58,8
Круассаны [Ашан];345;7,9;14,3;4
Круассаны с Джемом [Ашан];368;6,8;21,2;72
Круассаны с Сыром [Ашан];410;11,3;25,2;34,6
Круассаны с Шоколадом [Ашан];421;8,6;24,4;40,8
Круассаны со Сгущенкой [Ашан];302;6,6;17,7;50,7
Крупа Овсяная [Ашан];342;12;6;60
Крупа Овсяная Недробленая [Ашан];342;12;6;60
Крупа Перловая [Ашан];334;10,3;1,1;70,6
Крылья Куриные [Ашан];149;16,5;12,6;0
Кукуруза для Попкорна [Ашан];326;8;1,5;70
Кукуруза Жареная Соленая [Ашан];440;7,5;0,7;76
Кукуруза Замороженная [Ашан];94;2,5;1,4;17,8
Кукуруза Консервированная [Ашан];79;2,1;1,4;14,5
Кукуруза Сахарная [Ашан];55;2,2;0;11,2
Кукурузные Галеты Био [Ашан];384;6,5;0,7;87
Кукурузные Хлопья [Ашан];318;7,9;1,1;73,7
Кукурузные Шарики со Вкусом Сыра [Ашан];490;7;25;55
Кукурузный Багет [Ашан];300;9,5;5;53
Кулебяка с Мясом и Рисом [Ашан];299;14,9;11,3;34,5
Кулинарный Горький Шоколад [Ашан];610;7,7;50;32,5
Кулинарный Молочный Шоколад [Ашан];556;6,7;34,7;54,5
Кулич Пасхальный [Ашан];429;7,6;11;79,6
Кулич Покровский [Ашан];330;6,1;11,1;51,1
Кулич с Изюмом [Ашан];330;6,1;11,1;51,1
Кулич с Изюмом и Помадкой [Ашан];308;5,6;8,4;52,3
Кулич с Цукатами и Помадкой [Ашан];356;6,9;10,2;59
Кумкуат в Сахаре [Ашан];55;1;0;14
Купаты Дачные из Свинины Фермерской [Ашан];330;10;33;0
Купаты из Говядины [Ашан];248;17;20;0
Купаты из Говядины Фермерской [Ашан];170;12;13;0
Купаты из Телятины [Ашан];194;8;18;0
Купаты Куриные [Ашан];210;17;15;2
Купаты Московские [Ашан];320;9;31;0
Кура Гриль [Ашан];132;21;5,7;0,7
Курага [Ашан];230;5;0,5;51
Курага 8 Эконом [Ашан];194;4,4;0,3;43,4
Курага Шоколадная [Ашан];137;1;0;33
Курага Экстра [Ашан];291;5;0,5;63,5
Куриная Грудка Вареная [Ашан];137;29,8;1,8;0,5
Куриная Грудка Гриль [Ашан];158;21,5;1,3;0
Куриная Грудка Отварная [Ашан];223;23;9;1
Куриное Гнездо [Ашан];205;14;13,3;7,6
Куриное Филе [Ашан];140;21;2,5;0
Куриные Оладьи [Ашан];228;14,6;17,1;3,9
Куриные Отбивные [Ашан];110;18;3;2
Куриные Шейки [Ашан];297;14,1;26,2;0
Куриный Салат с Ананасами [Ашан];149;17,8;7,1;1,3
Курица [Ашан];190;16;14;0
Курица в Кисло-Сладком Соусе [Ашан];120;11;3;12
Курица в Сливочно-Сырном Соусе с Грибами [Ашан];130;11;8;2,5
Курица Гриль в Маринаде [Ашан];223;23;9;1
Курица-Гриль [Ашан];220;18,7;16,1;0
Курник с Курицей [Ашан];289;9,5;13,9;31,5
Куры Гриль [Ашан];228;30;11;0,8
Кускус [Ашан];370;12;2,5;75
Кускус Пшеничный [Ашан];350;13;2,5;68
Кусочки из Филе Рыбы [Ашан];160;14;2;21,5
Лаваш [Ашан];277;9,1;1,1;56
Лаваш Армянский [Ашан];277;9,1;1,1;56
Лаваш с Сыром и Чесноком [Ашан];165;1,2;6,1;5,2
Лазанья из Твёрдых Сортов Пшеницы [Ашан];324;12;1;67
Лазанья по-Болонезски [Ашан];210;9,3;8,6;15,8
Лакомка Сливочная [Ашан];270;2,5;20;19,5
Лапша Падтай [Ашан];131;4,5;3,5;20,4
Лапша Удон с Курицей [Ашан];180;3,7;7,9;23,4
Лапша Удон с Овощами [Ашан];151;3,2;7,1;18,5
Лемонема [Ашан];77;17;1;0
Лепешка Ржаная [Ашан];260;9,5;5,5;43
Лепешка Ржаная с Клюквой [Ашан];215;7,8;1;45
Лепешка с Кунжутом [Ашан];260;8,2;0,9;54,9
Лепешка с Сыром [Ашан];239;6,7;6,1;39
Лепешка Сметана с Грибами [Ашан];447;14,5;18,5;54,6
Лепешка Соус Песто/Базилик [Ашан];467;14;21,7;52,7
Лепешка Среднеазиатская [Ашан];300;8,4;13,5;53,5
Лепешка Тандырная [Ашан];319;11;3;62
Лепешка Томат с Базиликом [Ашан];426;12,3;20,4;47,2
Лещ Холодного Копчения [Ашан];170;29;6;0
Личи [Ашан];65;0,8;0,3;14,4
Ломтики Лосося [Ашан];147;21;7;0,1
Лопатка Бескостная Телятины [Ашан];90;19;2;0
Лопатка Говяжья [Ашан];158;17;10;0
Лопатка Говяжья Бескостная Фермерская [Ашан];170;16;12;0
Лопатка Свиная Б/К [Ашан];230;12;20;0
Лопатка Телячья [Ашан];99;18;3;0
Лосось [Ашан];220;21;15;0
Лосось в Сыре [Ашан];376;14;27,2;21
Лосось Стейк [Ашан];153;20;8,1;0
Лосось Филе на Коже [Ашан];148;22;6;0
Лук [Ашан];41;1,4;0;10,4
Любимчик с Изюмом [Ашан];335;7,8;6,8;58,9
Любимчик с Маком [Ашан];521;8,8;29,6;54,8
Люля Кебаб Куриный [Ашан];199;11;11;2,5
Люля-Кебаб [Ашан];128;18,5;3,5;5,7
Мадлен Лимон [Ашан];422;5,8;46,2;28,7
Мадлен с Изюмом [Ашан];417;7;17,3;57,9
Мадлен с Шоколадом [Ашан];420;6;22,2;51,1
Майонез Bio [Ашан];733;1,3;80;1,9
Майонез с Перепелиным Яйцом [Ашан];610;0,5;67;0,1
Майонезный Соус [Ашан];241;0,4;25;3,6
Макаронсы [Ашан];466;6,8;15;75
Макароны [Ашан];340;10;1;72
Макароны Бантики [Ашан];324;12;1;67
Макароны Колокольчики [Ашан];320;10;1;67
Макароны Перья [Ашан];340;11;1,5;71
Макароны по-Флотски [Ашан];199;7,5;9;22
Макароны Пружинки [Ашан];324;12;1;67
Макароны Ракушки [Ашан];340;10,5;1;72
Макароны Фузилли [Ашан];343;13;1,9;65
Макароны Цветные [Ашан];334;10,4;1,1;71,5
Макарунс Клубника [Ашан];265;9,4;1,2;50,5
Малина Замороженная [Ашан];40;1;0,5;8,5
Мандарин [Ашан];33;0,8;0,2;7,5
Манная Крупа [Ашан];360;11;1;76
Манты [Ашан];132;11;5;11
Манты с Мясом [Ашан];205;9,4;10,6;18
Маринад Азиатский [Ашан];110;4;1,5;19
Маринад Горчичный [Ашан];220;1,5;18;14
Маринад Кавказский [Ашан];79,8;1,5;0,2;18
Мармелад [Ашан];330;6,3;0,2;75
Мармелад с Цедрой Апельсина и Померанцем [Ашан];249;0,5;0,5;60,2
Мармелад Фруктово-Ягодный [Ашан];300;0;0;76
Марципан [Ашан];418;3,6;10,7;75,7
Марципан Темный Шоколад [Ашан];464;5,5;24,8;54,7
Маскарпоне [Ашан];408;3,5;40,8;6,7
Маскарпоне Сыр Шоколадный [Ашан];243;4;14;25,4
Маслины без Косточек [Ашан];146;0,6;15,4;0,1
Маслины с Косточкой [Ашан];106;0,4;10,8;0,1
Масло Сливочное [Ашан];748;0,6;82,5;0,8
Масляная Х/К [Ашан];113;19;4;0
Маффин [Ашан];397;4,7;18,6;40,4
Маффин с Вишней [Ашан];472;5,8;27,4;52,4
Маффин с Изюмом [Ашан];360;4,9;31,4;40
Маффин с Карамелью [Ашан];467;7;29;42,6
Маффин с Чёрной Смородиной [Ашан];332;4,6;16,6;41,6
Маффин Черничный [Ашан];428;5,2;23;50
Маффин Шоколадный [Ашан];410;5,5;22;47,5
Медальон из Лосося [Ашан];185;20;11;0
Медальоны из Семги [Ашан];160;20;11;0
Мексиканская Смесь [Ашан];48;3,2;0;8,7
Меренги [Ашан];410;13,7;4,1;63,8
Меренги Витые [Ашан];399;4,1;0;95,6
Меренги Витые Весовой [Ашан];356;2,5;0;89,8
Меренги Цветные [Ашан];316;1,6;15,5;42,4
Мидии [Ашан];74;13,1;2,4;0
Мидии в Рассоле [Ашан];45;8;1;1
Микс Овощей [Ашан];25;1,3;0,1;4,7
Миндаль в Белой Глазури [Ашан];579;5,4;23,4;41,8
Миндаль в Шоколадной Глазури [Ашан];570;7,5;39;47
Миндаль Жареный [Ашан];614;19;54;13
Миндаль Жареный со Специями [Ашан];591;18,1;51,2;14,5
Миндаль Лепестки [Ашан];680;26;60;9,5
Миндаль Очищенный Небланшированный [Ашан];613;21;49;22
Миндаль Сушеный [Ашан];630;18;54;17
Миндаль Сушеный Эконом [Ашан];610;19;54;13
Миндаль Эконом [Ашан];630;18;54;17
Миндальная Мука [Ашан];611;24;53;5,5
Миндальное Молоко [Ашан];64;1,7;4,1;4,9
Миндальный Рогалик [Ашан];446;5;17;68,7
Мини Палочки из Слоеного Теста с Сыром [Ашан];490;13;23;56
Мини Сушки с Солью [Ашан];367;10,1;4,7;71
Мини-Багет [Ашан];260;8,2;0,9;54,9
Мини-Багет 8 Злаков [Ашан];277;13,9;5,3;43,7
Мини-Багет Гречневый [Ашан];321;7;13;43
Мини-Багет Гурман [Ашан];240;8,5;1;49
Мини-Багет Дарк [Ашан];268;8,3;2,2;52,4
Мини-Багет по-Деревенски [Ашан];259;8,8;1,1;52,5
Мини-Багет Ржаной [Ашан];210;7;1,2;45,8
Мини-Багет с Луком [Ашан];267;8,2;0,9;54,9
Мини-Багет с Сыром [Ашан];260;8,2;0,9;54,9
Мини-Багет со Злаками [Ашан];237;9,8;3,4;41,8
Мини-Бантики Сливочные с Сыром [Ашан];500;11;27;52
Мини-Гренки 7 Злаков БИО [Ашан];403;10,5;7,9;70
Мозги Говяжьи [Ашан];124;11,7;8,6;0
Молоко 0,5% [Ашан];35;3,1;0,5;4,7
Молоко 1,5% [Ашан];45;3,1;1,5;4,7
Молоко 2,5% [Ашан];55;3,1;2,5;4,7
Молоко 3,2% [Ашан];60;3;3,2;4,7
Молоко 3,2% [Ашан];60;3,1;3,2;4,7
Молоко Отборное [Ашан];62;3,1;3,4;4,7
Молоко Топленое [Ашан];67;3,1;4;4,7
Молоко Цельное Сгущенное [Ашан];329;7,2;8,5;56
Молочный Коктейль со Вкусом Земляники [Ашан];78;2,8;3,2;9,5
Молочный Коктейль со Вкусом Мятного Пряника [Ашан];78;2,8;3,2;9,5
Морковные Палочки [Ашан];51;1,9;0,1;10,6
Морковь по-Корейски [Ашан];102;1,2;7;8,6
Морковь Сушеная [Ашан];221;7,8;0,6;49,2
Морковь Экстра-Тонкая Консервированная [Ашан];25;0,6;0,3;4,1
Мороженое [Ашан];180;2,7;10;19
Мороженое Пломбир Крем-Брюле в Вафельном Стаканчике [Ашан];210;3,5;11,5;24
Мороженое Пломбир с Ароматом Фисташки в Вафельном Рожке [Ашан];290;3,5;16;34
Мороженое Пломбир Шоколадный с Кусочками Шоколада [Ашан];220;3;12,5;23,5
Мороженое Эскимо Сливочное с Кокосовым Молоком в Белом Шоколаде [Ашан];335;3,4;23,2;28,1
Морс Облепиховый [Ашан];40;0,1;0,1;9,5
Морс Ягодный Замороженные Ягоды Клюква и Смородина [Ашан];25;0,5;0,2;5,5
Морская Капуста [Ашан];61;1;5;3
Морская Капуста Сахалинская [Ашан];69;1;5;5
Морской Коктейль [Ашан];88;17,3;1,2;2
Морской Коктейль с/М [Ашан];81;16,2;3,5;0
Моцарелла [Ашан];225;17;17;1
Моцарелла 42% [Ашан];341;26,5;25,7;0,9
Моцарелла Mauri [Ашан];268;23,7;21,2;0
Моцарелла Zuger [Ашан];307;27,8;21,5;1
Моцарелла Шарик [Ашан];245;20,3;18,2;0
Мраморная Говядина [Ашан];180;18;12;0
Мраморная Чечевица [Ашан];360;28;2;58
Мусс Йогуртовый Клубника [Ашан];120;3,5;1,5;22
Мюсли 3 Шоколада [Ашан];446;8,6;14;69
Мюсли 4 Злака [Ашан];318;11,4;2,6;62,2
Мюсли 7 Фруктов [Ашан];439;7,1;15,3;64,8
Мюсли Crousty с Орехами [Ашан];467;9,8;20;60
Мюсли Батончик [Ашан];388;5,2;8,9;71,8
Мюсли Вишневый Букет [Ашан];370;14;4;70
Мюсли с Киноа и Шоколадом [Ашан];442;9,4;15;63
Мюсли с Семенами Льна и Семечками Тыквы [Ашан];449;12,4;12,4;68
Мюсли Четыре Злака [Ашан];318;11,4;2,6;62,2
Мюсли Ягодное Ассорти [Ашан];317;9;2,9;63,7
Мякоть Бедра Телятины [Ашан];100;19,5;2,5;0
Мясной Терин [Ашан];270;12;25;0
Мясные Зразы с Яйцом [Ашан];250;14,5;17,6;6
Мясо для Фарша [Ашан];280;15;20;0
Мясо Мидий [Ашан];172;23;7;4
Мяфли [Ашан];470;6,1;27,9;48,5
Набор для Окрошки с Ветчиной [Ашан];270;18,7;24;0
Набор для Первых Блюд [Ашан];190;11;16;0
Навага Жареная [Ашан];190;17;12;3,6
Наггетсы Тресковые [Ашан];130;13;2;14
Нагетсы [Ашан];240;11;12;22
Налим [Ашан];81;18,8;0,6;0
Напиток Био с Рисом Натуральный [Ашан];57;0,1;1,3;11,2
Напиток из Овса [Ашан];43;0,5;1,2;7,2
Напиток со Вкусом Миндаля [Ашан];64;1,7;4,1;4,9
Напиток Соевый БИО [Ашан];51;3,7;2,1;4
Напиток Шоколадный Соевый Био [Ашан];76;3,7;2,1;10,1
Нектар Грейпфрут [Ашан];40;0;0;10
Неро Чёрный Рис [Ашан];260;6,5;2,5;52
Ноги Говяжьи [Ашан];159;25;6,6;0
Нут [Ашан];390;20;5;66
Нут Натуральный [Ашан];195;9,5;3;32
Облепиха Замороженные Ягоды [Ашан];75;1;5,5;5,5
Овощи Гриль [Ашан];77;1;5,4;6,3
Овощи для Жарки с Шампиньонами [Ашан];62;5,2;3,2;3,1
Овощи на Гриле [Ашан];195;7;17;2,9
Овощи Паровые [Ашан];35;1,4;0,4;6,5
Овощи Припущенные [Ашан];145;1,9;1;9,3
Овощи Стир-Фрай [Ашан];92;2,3;4,8;9,8
Овощная Смесь [Ашан];41;2,4;0,1;8,1
Овощная Смесь Министроне [Ашан];40;0,8;0;5,3
Овощное Ассорти [Ашан];37;1,5;0,2;7
Овощное Рагу [Ашан];25;1;0,2;5
Овощной Суп [Ашан];35;3;0,2;5,5
Овсяная Каша Апельсин и Персик [Ашан];70;1;0,4;15
Овсяная Каша на Сливках [Ашан];100;2;4;14
Овсяная Каша с Бананом на Сливках [Ашан];90;1,5;3,5;13
Овсяная Каша с Клубникой [Ашан];351;10,3;5,3;65,6
Овсяное Печенье на Фруктозе [Ашан];376;9,2;9,6;54,5
Огурец [Ашан];15;0,8;0,1;2,8
Окорок Свиной [Ашан];212;17;16;0
Окорочка Куриные [Ашан];161;16,4;10,7;0,1
Окорочка Куриные Гриль [Ашан];153;18;9;0,5
Окрошка Овощная [Ашан];75;3;3;9
Окунь г/К [Ашан];151;22;7;0
Оладьи из Печени [Ашан];153;18,3;4,5;9,7
Оладьи из Тыквы [Ашан];150;5;3,3;23,5
Оладьи из Цуккини [Ашан];131;3,7;6,5;14,5
Оладьи Печеночные [Ашан];235;17,8;13,9;9,7
Оладьи Яблоко и Корица [Ашан];310;6,8;14,6;38
Оливки [Ашан];172;1;18;0
Оливковое Масло [Ашан];900;0;100;0
Оливье [Ашан];151;4,2;12,5;5,5
Оливье с Языком [Ашан];205;3,6;17,5;8,2
Омлет [Ашан];170;10,4;13;2,8
Омлет Натуральный [Ашан];279;12,9;19,3;13,4
Омлет с Ветчиной [Ашан];363;7,4;36,6;1
Омлет с Сыром [Ашан];80;1,7;4,8;7,4
Орех Кедровый [Ашан];670;12;61;19
Орех Фундук Жареный [Ашан];680;15;65;9,5
Орех Фундук Сушеный [Ашан];679;12,6;62,4;13,7
Отбивная [Ашан];110;18;3;2
Отбивная Куриная [Ашан];141;23;3,8;2,6
Отруби Хрустящие Ржаные [Ашан];221;13,2;3,2;35
Павэ Гурман Хлеб [Ашан];230;8;1;48
Палочки и Брецели Био [Ашан];379;11,3;2,8;77,2
Палочки из Моркови и Сельдерея [Ашан];25;0,8;0;5,5
Палочки Лососевые [Ашан];134;20;6;0
Палочки Сырные [Ашан];235;13,5;26,1;34,3
Палтус Горячего Копчения [Ашан];282;21;22;0
Палтус Холодного Копчения [Ашан];134;20,5;5,8;0
Пампушка с Чесноком [Ашан];360;7;16;46
Пампушка Чесночная [Ашан];330;8,3;14;43
Пангасиус Филе без Кожи [Ашан];196;12,8;16,1;0
Папайя Сушеная [Ашан];400;2,4;11;72
Пармезан Гойя [Ашан];368;30;27;1,2
Пармезан Шонфель [Ашан];366;33;26;0
Паста Болоньезе [Ашан];122;5,9;3,9;16
Паста Карбонара [Ашан];149;3,6;8,1;15,4
Паста Творожная 15,5% [Ашан];220;13;15,5;11,8
Паста Творожная с Изюмом [Ашан];247;11;15;17
Пастила с Ванильно-Сливочным Ароматом [Ашан];340;0,5;0;84
Пастила со Вкусом Ванили [Ашан];310;1;0;76,6
Пастила со Вкусом Яблока [Ашан];304;0,5;0;79,6
Паштель Де Ната [Ашан];272;4,1;11,9;36,8
Паштет из Печени и Икры Трески [Ашан];410;9,5;39;5,5
Паштет Нежный Брюссе [Ашан];285;13;23;6
Паштет с Яблоками [Ашан];309;12;26;7
Паштет Утиный с Апельсинами [Ашан];286;12;23;7
Пекинская Капуста [Ашан];12;1,2;0,2;3,2
Пельмени Говяжьи [Ашан];280;9;15;26
Пельмени Классические [Ашан];330;11;21;25
Пенне из Цельной Пшеницы [Ашан];360;12,5;2;70
Перец Грунтовой [Ашан];23;1,3;0;4,7
Перец Рамиро [Ашан];30;1,3;0,1;5,2
Перец Фаршированный [Ашан];280;7;25,5;3,5
Перловка с Овощами [Ашан];119;2,4;4,7;18,3
Персик Свежий [Ашан];46;0,9;0,1;11,3
Персик Сушеный [Ашан];250;3;0,4;58
Песочное Печенье-Сердечки с Карамелью и Яблоками [Ашан];497;5,5;23;66
Печеночный Торт [Ашан];196;8,6;13,3;10,4
Печень Говяжья [Ашан];127;17,9;3,7;0
Печень Жареная [Ашан];202;22,8;10,2;3,8
Печень Жареная с Луком [Ашан];135;19,6;4;5,1
Печень Свиная [Ашан];109;18,8;3,8;0
Печень Трески [Ашан];610;4;66;0
"Печенье ""Американер"" с Изюмом [Ашан]";380;4,3;8,9;72,6
Печенье «Капучино» с Миндалем и Чёрным Шоколадом [Ашан];562;8,5;36;49
Печенье [Ашан];430;4,5;15;69
Печенье Американер [Ашан];385;4,9;10,3;69,5
Печенье Американер с Кокосом [Ашан];456;5,4;22;60,2
Печенье Берлинское [Ашан];478;6,9;31,8;43,2
Печенье Венеция [Ашан];463;3,7;24,1;56,2
Печенье Вупи [Ашан];400;4,4;19,6;42,7
Печенье Гармония [Ашан];463;24,1;24,1;56,2
Печенье Голландское Зерновое [Ашан];456;8;27,3;41,3
Печенье Грибное Лукошко [Ашан];503;6,4;20,7;48,8
Печенье Датское [Ашан];344;11,1;10,3;52,3
Печенье Затяжное с Семенами Подсолнечника [Ашан];473;10,9;21,3;59,5
Печенье Земляничное [Ашан];427;7,4;13,6;68,7
Печенье Злаковое [Ашан];390;6;13;68
Печенье Изюминка [Ашан];509;6,1;20,7;69,4
Печенье Имбирное [Ашан];310;7;19;30,6
Печенье Каприз [Ашан];462;7,6;18,5;59,8
Печенье Кокосовое [Ашан];450;5,6;24,1;46,3
Печенье Кокосовое в Шоколаде [Ашан];432;6,8;10,2;78,8
Печенье Кольцо [Ашан];475;6,6;24,5;63,5
Печенье Курабье [Ашан];515;6;19,8;56,1
Печенье Ломтик с Творожной Крошкой [Ашан];410;6;16;60
Печенье Марабу [Ашан];470;8,5;23,5;62
Печенье Мария [Ашан];441;9,3;8,3;74,2
Печенье Маркиз [Ашан];392;4,9;10,1;69
Печенье Мерибель [Ашан];450;9;16,5;68,5
Печенье Миндальное [Ашан];367;4,4;6,6;72,6
Печенье Моншер [Ашан];392;5;10;69
Печенье Мультизлаковое [Ашан];540;12;36;42
Печенье Наяда [Ашан];480;4,9;10,1;59,1
Печенье Нежность [Ашан];437;7;17;61
Печенье Овсяное [Ашан];430;6,1;15,2;66,9
Печенье Овсяное Злаковое [Ашан];420;6,5;16;63
Печенье Овсяное Лимак на Фруктозе [Ашан];341;9,2;9,6;54,5
Печенье Овсяное Царская Коллекция [Ашан];443;5,5;14,6;48,4
Печенье Райское Наслаждение [Ашан];493;6,6;32,6;51,7
Печенье с Молоком и Кусочками Шоколада [Ашан];236;3,5;9,5;33
Печенье с Начинкой Малина [Ашан];178;6,4;4,9;27
Печенье с Плиткой Молочного Шоколада [Ашан];496;6,8;22,8;65
Печенье Сдобное Фитнес [Ашан];510;7,6;29,5;52,8
Печенье Секрет [Ашан];405;6,5;10;72
Печенье Славянское [Ашан];420;6,5;11;83
Печенье Сливочное [Ашан];449;8,2;14,5;71,4
Печенье Сливочное Petit Beurre [Ашан];454;8,1;14,4;71,4
