Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Утята 2 кат.;258;18;20,7;0
Фазан;181;22,7;9,29;0
Фазан, грудка, только мясо;133;24,37;3,25;0
Фазан, окорочка, только мясо;134;22,2;4,3;0
Фазан, приготовленный;239;32,4;12,1;0
Фазан, только мясо;133;23,57;3,64;0
Фарш из индейки;148;19,66;7,66;0
Фарш из индейки, 85% мяса, 15% жира;180;16,9;12,54;0
Фарш из индейки, 85% мяса, 15% жира, жаренный на сковороде;258;25,11;17,45;0
Фарш из индейки, 85% мяса, 15% жира, котлеты, жаренные на открытом огне;249;25,88;16,2;0
Фарш из индейки, 93% мяса, 7% жира;150;18,73;8,34;0
Фарш из индейки, 93% мяса, 7% жира, жаренный на сковороде;213;27,1;11,6;0
Фарш из индейки, 93% мяса, 7% жира, котлеты, жаренные на открытом огне;207;25,86;11,45;0
Фарш из индейки, обезжиренный, 1.95% жира;112;23,57;1,95;0
Фарш из индейки, обезжиренный, 2.48% жира, котлеты, жаренные на открытом огне;138;28,99;2,48;0
Фарш из индейки, обезжиренный, 2.71% жира, жаренный на сковороде;151;31,69;2,71;0
Фарш из индейки, приготовленный;203;27,37;10,4;0
Фарш колбасный куриный, консервы;200;15;15,6;1,4
Фрикадельки из курицы, по 2-26;163;18,2;6,5;7,8
Фуа-гра, консервированная гусиная печень, копченная;462;11,4;43,84;4,67
Цесарка;158;23,4;6,45;0
Цесарка, только мясо;110;20,64;2,47;0
Цыплята жареные, по 2-14;261;24;18,3;0,1
Цыплята отварные, по 2-4;211;21,1;13,6;0
Цыплята табака жареные, по 2-20;281;24,8;20,2;0,1
Эму, верхняя часть филе, жареное на огне;152;29,07;3,13;0
Эму, внутрення часть голени;108;22,22;1,49;0
Эму, внутрення часть голени, жареная на огне;156;32,38;2,01;0
Эму, мышца-подниматель хвоста, жареное на огне;154;31,27;2,3;0
Эму, мышца-подниматель хвоста, сырое;103;22,5;0,8;0
Эму, наружная часть голени;103;23,08;0,48;0
Эму, нежное мясо спины, сырое;141;22,81;4,86;0
Эму, огузок;112;22,83;1,64;0
Эму, огузок, жареный на огне;168;33,67;2,68;0
Эму, плоское филе, сырое;102;22,25;0,74;0
Эму, фарш;134;22,77;4,03;0
Эму, фарш, жареный на сковороде;163;28,43;4,65;0
