Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Спаржа, консервированная, сухой продукт без маринада;19;2,14;0,65;0,86
Спаржа, сырая;20;2,2;0,12;1,78
Стрелолист, вареный, без соли;78;4,49;0,1;16,14
Стрелолист, листья, вареные, с солью;78;4,49;0,1;16,14
Стрелолист, сырой;99;5,33;0,29;20,23
Суфле морковное по 1-250;189;6,5;12,9;11,3
Томатная паста, консервированная, без соли;82;4,32;0,47;14,81
Томатная паста. Консервы;102;4,8;0,47;19
Томатное пюре, консервированное, без соли;38;1,65;0,21;7,08
Томатное пюре, консервированное, с солью;38;1,65;0,21;7,08
Томатное пюре. Консервы;66;3,6;0,21;11,8
Томатный порошок;302;12,91;0,44;58,18
Томатный соус из отборных томатов, консервированный;32;1,32;0,39;5,69
Томатный соус по-испански, консервированный;33;1,44;0,27;5,84
Томатный соус с грибами, консервированный;35;1,45;0,13;6,93
Томатный соус с зеленью и сыром, консервированный;59;2,13;1,93;8,04
Томатный соус с луком, зеленым перцем и сельдерем, консервированный;41;0,94;0,74;7,37
Томатный соус с луком, консервированный;42;1,56;0,19;8,14
Томатный соус, без добавления соли;24;1,2;0,3;3,81
Томатный соус, консервированный;24;1,2;0,3;3,81
Топинамбур;61;2,1;0,1;12,8
Топинамбур, сырой;73;2;0,01;15,84
Турнепс с зеленью, замороженный, вареный, без соли;35;2,99;0,38;1,75
Турнепс с зеленью, замороженный, вареный, с солью;34;2,99;0,38;1,64
Турнепс с зеленью, замороженный, неприготовленный;21;2,46;0,19;0,99
Турнепс, вареный, без соли;22;0,71;0,08;3,06
Турнепс, вареный, с солью;22;0,71;0,08;3,06
Турнепс, замороженный, вареный, без соли;23;1,53;0,24;2,35
Турнепс, замороженный, вареный, с солью;21;1,53;0,24;1,73
Турнепс, замороженный, неприготовленный;16;1,04;0,16;1,14
Турнепс, зелень, вареная, без соли;20;1,14;0,23;0,86
Турнепс, зелень, вареная, с солью;20;1,14;0,23;0,86
Турнепс, зелень, замороженная, вареная, без соли;29;3,35;0,42;1,58
Турнепс, зелень, замороженная, вареная, с солью;29;3,35;0,42;1,58
Турнепс, зелень, замороженная, неприготовленная;22;2,47;0,31;1,17
Турнепс, зелень, консервированный;14;1,36;0,3;0,72
Турнепс, зелень, консервированный без добавления соли;19;1,36;0,3;1,51
Турнепс, зелень, сырая;32;1,5;0,3;3,93
Турнепс, репа, прерия, вареная, (индейцы северных великих равнин);129;1,64;0,32;22,79
Турнепс, репа, прерия, сырая, (индейцы северных великих равнин);156;2,62;0,36;27,67
Турнепс, сырой;28;0,9;0,1;4,63
Тыква;26;1;0,1;6
Тыква;22;1;0,1;4,4
Тыква вареная, без соли;20;0,72;0,07;3,8
Тыква вареная, с солью;18;0,72;0,07;3,21
Тыква голубая  (хаббард);40;2;0,5;4,8
Тыква голубая (хаббард), печеная без соли;50;2,48;0,62;5,91
Тыква голубая (хаббард), печеная с солью;50;2,48;0,62;5,91
Тыква голубая (хаббард), пюре, без соли;30;1,48;0,37;3,56
Тыква голубая (хаббард), пюре, с солью;30;1,48;0,37;3,56
Тыква горлянка (бутылочная тыква, кабачок вьетнамский);14;0,62;0,02;2,89
Тыква горлянка (бутылочная тыква, кабачок вьетнамский), вареная, без соли;15;0,6;0,02;2,49
Тыква горлянка (бутылочная тыква, кабачок вьетнамский), вареная, с солью;13;0,6;0,02;1,9
Тыква горлянка, сушеные стружки (Kanpyo);258;8,58;0,56;55,23
Тыква жареная по 2-58;86;1,7;5,7;6,9
Тыква желудевая;40;0,8;0,1;8,92
Тыква желудевая, печеная без соли;56;1,12;0,14;10,18
Тыква желудевая, печеная с солью;56;1,12;0,14;10,18
Тыква желудевая, пюре, без соли;34;0,67;0,08;6,19
Тыква желудевая, пюре, с солью;34;0,67;0,08;6,19
Тыква крупноплодная, все сорта;34;0,95;0,13;7,09
Тыква крупноплодная, все сорта, вареная, с солью;37;0,89;0,35;6,05
Тыква крупноплодная, все сорта, печеная без соли;37;0,89;0,35;6,05
Тыква маринованная по 1-88;42;0,6;0,1;8,9
Тыква мускатная (грушевидная);45;1;0,1;9,69
Тыква мускатная (грушевидная), замороженная, вареная, c солью;39;1,23;0,07;10,04
Тыква мускатная (грушевидная), замороженная, вареная, без соли;39;1,23;0,07;10,05
Тыква мускатная (грушевидная), замороженная, неприготовленная;57;1,76;0,1;13,11
Тыква мускатная (грушевидная), запеченная без соли;40;0,9;0,09;7,29
Тыква мускатная (грушевидная), запеченная с солью;40;0,9;0,09;7,29
Тыква отварная по 1-210;26;1,2;0,1;4,9
Тыква припущенная по 1-216;40;1,2;1,7;4,8
Тыква спагетти (макаронный кабачок);31;0,64;0,57;5,41
Тыква спагетти (макаронный кабачок), вареная или печеная;27;0,66;0,26;5,06
Тыква спагетти (макаронный кабачок), вареная или печеная, без соли;27;0,66;0,26;5,06
Тыква, консервированная,  без соли;34;1,1;0,28;5,19
Тыква, консервированная,  с солью;34;1,1;0,28;5,19
Тыква, листья, вареные, без соли;21;2,72;0,22;0,69
Тыква, листья, вареные, с солью;21;2,72;0,22;0,69
Тыквенное пюре по 1-212;88;1,7;6,2;6,3
Тыквенные листья, сырые;19;3,15;0,4;2,33
Тыквенный пуддинг по 1-254;92;3;3,2;12,3
Укроп;40;2,5;0,5;6,3
Укроп, свежий;43;3,46;1,12;4,92
Фенхель (луковица), сырой;31;1,24;0,2;4,2
Физалис овощной;32;0,96;1,02;3,94
Хашбраун из картофеля, домашнего приготовления;265;3;12,52;31,91
Хашбраун из картофеля, замороженный, без добавок, неприготовленный;82;2,06;0,62;16,32
Хашбраун из картофеля, замороженный, без добавок, приготовленный с масло канолы;219;2,65;11,59;25,31
Хашбраун из картофеля, замороженный, с масляным соусом, неприготовленный;135;1,87;6,66;15,38
Хашбраун из картофеля, замороженный, с масляным соусом, приготовленный;178;2,46;8,79;20,33
Хикама (ямсфрут, мексиканская репа);38;0,72;0,09;3,92
Хикама (ямсфрут, мексиканская репа) вареный с солью;36;0,72;0,09;8,23
Хикама (ямсфрут, мексиканская репа) вареный, без соли;38;0,72;0,09;8,82
Хризантема увенчанная, вареная, без соли;20;1,64;0,09;2,01
Хризантема увенчанная, вареная, с солью;20;1,64;0,09;2,01
Хризантема увенчанная, сырая;24;3,36;0,56;0,02
Хризантема, листья, сырые;24;3,36;0,56;0,01
Цветная капуста;25;1,92;0,28;2,97
Цветная капуста;30;2,5;0,3;4,2
Цветная капуста жареная по 1-238;47;1,7;3,1;3
Цветная капуста отварная по 1-210;22;1,7;0,2;3,4
Цветная капуста, вареная, без соли;23;1,84;0,45;1,81
Цветная капуста, вареная, с солью;23;1,84;0,45;1,81
Цветная капуста, замороженная, вареная, без соли;19;1,61;0,22;1,05
Цветная капуста, замороженная, вареная, с солью;17;1,61;0,22;0,46
Цветная капуста, замороженная, неприготовленная;24;2,01;0,27;2,38
Цветная капуста, зеленая, приготовленная без добавления соли;32;3,04;0,31;2,98
Цветная капуста, зеленая, приготовленная с солью;32;3,04;0,31;2,98
Цветная капуста, зеленая, сырая;31;2,95;0,3;2,89
Цветы тыквы, вареные, без соли;15;1,09;0,08;2,4
Цветы тыквы, вареные, с солью;15;1,09;0,08;2,28
Цветы тыквы, сырые;15;1,03;0,07;3,28
Цикорий бельгийский салатный (витлуф);17;0,9;0,1;0,9
Цикорий салатный (эндивий);17;1,25;0,2;0,25
Цукини с кожурой;17;1,21;0,32;2,11
Цукини с кожурой по-итальянски, консервированные;29;1,03;0,11;6,85
Цукини с кожурой, вареные, без соли;15;1,14;0,36;1,69
Цукини с кожурой, вареные, с солью;15;1,14;0,36;1,69
Цукини с кожурой, замороженные, вареные, без соли;17;1,15;0,13;2,26
Цукини с кожурой, замороженные, вареные, с солью;14;1,15;0,13;1,67
Цукини с кожурой, замороженные, неприготовленные;17;1,16;0,13;2,28
Цукини, молодые;21;2,71;0,4;2,01
Чайот (мексиканский огурец);19;0,82;0,13;2,81
Чайот (мексиканский огурец) вареный, с солью;22;0,62;0,48;1,7
Чайот (мексиканский огурец), вареный, без соли;24;0,62;0,48;2,29
Черемша;34,9;2,4;0,1;6,1
Чеснок;149;6,5;0,5;29,9
Чеснок, зелень;46;6,5;0,131;5,2
Чеснок, сырой;149;6,36;0,5;30,96
Шницель из капусты по 1-236;118;3,4;6,4;11,6
Шпинат;23;2,9;0,3;2
Шпинат-пюре. Консервы;16;2;0,1;2
Шпинат, вареный, без соли;23;2,97;0,26;1,35
Шпинат, вареный, с солью;23;2,97;0,26;1,35
Шпинат, зелень, порезанный, замороженный,  вареный, с солью;34;4,01;0,87;1,1
Шпинат, консервированный, без добавления соли;19;2,11;0,37;0,72
Шпинат, консервированный, стандартная упаковка;19;2,11;0,37;1,32
Шпинат, консервированный, сухой продукт без маринада;23;2,81;0,5;1
Шпинат, порезанная зелень, замороженная, вареная, без соли;34;4,01;0,87;1,1
Шпинат, порезанная зелень, замороженная, неприготовленная;29;3,63;0,57;1,31
Шпинат, сырой;23;2,86;0,39;1,43
Шпинатное суфле;172;7,89;12,95;5,2
Щавель;22;1,5;0,3;2,9
Щавель, вареный, без соли;20;1,83;0,64;0,33
Щавель, вареный, с солью;20;1,83;0,64;2,93
Щавель, сырой;22;2;0,7;0,3
Эксалоп из картофеля со сливочным маслом, домашнего приготовления;88;2,87;3,68;8,88
Эксалоп картофельный с  маргарином, домашнего приготовления;88;2,87;3,68;8,88
Эксалоп картофельный, сухая смесь, неприготовленный;358;7,77;4,59;65,33
Эксалоп картофельный, сухая смесь, приготовленный с добавлением воды, молока и масла;93;2,12;4,3;11,67
Ямс горный гавайский, приготовленный на пару, без соли;82;1,73;0,08;20
Ямс горный гавайский, приготовленный на пару, с солью;82;1,73;0,08;19,99
Ямс горный гавайский, сырой;67;1,34;0,1;13,8
Ямс, вареный или печеный, без соли;116;1,49;0,14;23,58
Ямс, вареный или печеный, с солью;114;1,49;0,14;23,09
Ямс, сырой;118;1,53;0,17;23,78
