Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Пудинг, шоколадный, сухая смесь, обычный;362;2,6;2,1;84,8
Сахар песок;399;0;0;99,8
Сахар рафинад;400;0;0;99,9
Сахар, гранулированный;387;0;0;99,98
Сахар, кленовый;354;0,1;0,2;90,9
Сахар, коричневый;380;0,12;0;98,09
Сахар, пудра;389;0;0;99,77
Сахарная пудра;399;0;0;99,8
Сироп, гранатовый;268;0;0;66,91
Сироп, диетический;51;0,8;0;11,29
Сироп, кленовый;260;0,04;0,06;67,04
Сироп, кукурузный, с высоким содерж. фруктозы;281;0;0;76
Сироп, солодовый;318;6,2;0;71,3
Сироп, сорго;290;0;0;74,9
Сладости, белый шоколад;539;5,87;32,09;59,04
Сладости, сладкий шоколад;507;3,9;34,2;54,9
Сорбит пищевой;354;0;0;94,5
Топпинг, ананасовый;253;0,1;0,1;66
Топпинг, клубничный;254;0,2;0,1;65,6
Топпинг, орехи в сиропе;448;4,5;22;55,78
Торт бисквитный с орехово-сливочным кремом;356;5,6;11,8;58,8
Торт бисквитный с фруктовой начинкой;285;3,9;2,6;61,3
Торт бисквитный с шоколадным кремом;335;4,4;12,4;53,6
Торт миндальный;468;7,8;28,7;44,6
Торт слоеный;542;8,5;37,7;42,2
Фосфатидный концентрат соевый;843;0;93,7;0
Халва без добавок;469;12,49;21,52;55,99
Халва подсолнечная ванильная;516,2;11,6;29,7;54
Халва тахинная;509,6;12,7;29,9;50,6
Халва тахинная шоколадная;498;12,8;28,1;48,4
Халва тахинно-арахисовая;502;12,7;29,2;47
Цукаты морковные;300;2,9;0,2;70,5
Шикозин;897;0,2;99,6;0
Шоколад в порошке;482,5;5,2;24,3;64,8
Шоколад горький;539;6,2;35,4;48,2
Шоколад молочно-ореховый;542;7,5;33,9;51,3
Шоколад молочно-ореховый с изюмом;500;8;30,3;48,2
Шоколад молочный;554;9,8;34,7;50,4
Шоколад ореховый;534;7,3;33,8;49,7
Шоколад полугорький;549;4,5;35,4;52,5
Шоколад пористый молочный;545,8;6,9;35,5;53
Шоколад сладкий;550;3;34;57,6
Шоколад сливочный;560;6,3;35,5;53,7
Шоколад, для выпечки, MASTERFOODS USA, M&M's Milk Chocolate Mini Baking Bits;502;4,78;23,36;65,7
Шоколад, для выпечки, MASTERFOODS USA, M&M's Semisweet Chocolate Mini Baking Bits (полусладкий);517;4,44;26,15;59,26
Шоколад, для выпечки, мексиканский, квадратики;426;3,64;15,59;73,41
Шоколад, для выпечки, неподслащенный, жидкий;472;12,1;47,7;18,1
Шоколад, для выпечки, неподслащенный, квадратики;642;14,32;52,31;11,82
Шоколадная паста;536;8,2;30,6;56,6
Щербет, апельсиновый;144;1,1;2;29,1
Эклер с заварным или сливочным кремом, охлажденный;334;4,41;18,52;36,53
Эклер со сливочным кремом, приготовленный по рецепту;360;9;25,9;22
